"Datum" "Warengruppe" "Umsatz" "wochentag" "jahreszeit" "monat" "holiday" "sylvester" "dayoff_after" "dayoff_b4" "VerlaengertesWE_Mo" "VerlaengertesWE_Fr" "schulferien" "KielerWoche" "Bewoelkung" "Temperatur" "Windgeschwindigkeit" "Wettercode" "mean" "Temp_abweichung" "warmTemp" "Temperatur_labels"
"22" 2013-07-22 1 131.223948997842 "Monday" "Sommer" "07" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 0 26.1 "Brise" "Trocken" 20.7511422712551 0 TRUE "sommerlich"
"23" 2013-07-23 1 110.315246796665 "Tuesday" "Sommer" "07" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 0 24.95 "Wind" "Trocken" 20.7511422712551 0 TRUE "sommerlich"
"24" 2013-07-24 1 141.891908195545 "Wednesday" "Sommer" "07" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 3 24.075 "Wind" "Trocken" 20.7511422712551 0 TRUE "sommerlich"
"25" 2013-07-25 1 167.701216640907 "Thursday" "Sommer" "07" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 2 23.0875 "Brise" "Trocken" 20.7511422712551 0 TRUE "sommerlich"
"26" 2013-07-26 1 147.272084366206 "Friday" "Sommer" "07" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 3 27.2625 "Brise" "Trocken" 20.7511422712551 0 TRUE "sommerlich"
"27" 2013-07-27 1 161.403357795112 "Saturday" "Sommer" "07" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 1 26.1625 "Brise" "Trocken" 20.7511422712551 0 TRUE "sommerlich"
"28" 2013-07-28 1 86.0791432446654 "Sunday" "Sommer" "07" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 4 24.8875 "Wind" "RegenGewitter" 20.7511422712551 0 TRUE "sommerlich"
"29" 2013-07-29 1 183.564164400591 "Monday" "Sommer" "07" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 1 22.7875 "Brise" "Trocken" 20.7511422712551 0 TRUE "sommerlich"
"30" 2013-07-30 1 132.111640117897 "Tuesday" "Sommer" "07" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 5 21.075 "Wind" "RegenGewitter" 20.7511422712551 0 TRUE "sommerlich"
"31" 2013-07-31 1 144.745431773143 "Wednesday" "Sommer" "07" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 5 20.275 "Wind" "RegenGewitter" 20.7511422712551 0 TRUE "moderat"
"32" 2013-08-01 1 157.854023011106 "Thursday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 6 23.4 "Brise" "RegenGewitter" 20.2847149357798 0 TRUE "sommerlich"
"33" 2013-08-02 1 117.359342094889 "Friday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 0 31.4375 "Brise" "Trocken" 20.2847149357798 0 TRUE "heiß"
"34" 2013-08-03 1 186.027178770079 "Saturday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 4 23.3625 "Wind" "RegenGewitter" 20.2847149357798 0 TRUE "sommerlich"
"35" 2013-08-04 1 104.708216687715 "Sunday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 3 23.05 "Brise" "Trocken" 20.2847149357798 0 TRUE "sommerlich"
"36" 2013-08-05 1 146.775309890073 "Monday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 25.8 "Brise" "Trocken" 20.2847149357798 0 TRUE "sommerlich"
"37" 2013-08-06 1 131.956277381283 "Tuesday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 5 22.225 "Wind" "Trocken" 20.2847149357798 0 TRUE "sommerlich"
"38" 2013-08-07 1 160.593417296116 "Wednesday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 4 19.2125 "Brise" "Trocken" 20.2847149357798 0 TRUE "moderat"
"39" 2013-08-08 1 153.099424561652 "Thursday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 16.975 "Wind" "RegenGewitter" 20.2847149357798 0 FALSE "moderat"
"40" 2013-08-09 1 125.620344387906 "Friday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 4 20.3375 "Brise" "RegenGewitter" 20.2847149357798 0 TRUE "moderat"
"41" 2013-08-10 1 185.177162656408 "Saturday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 19.3625 "Wind" "RegenGewitter" 20.2847149357798 0 TRUE "moderat"
"42" 2013-08-11 1 73.2088330039992 "Sunday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 16.3875 "Brise" "RegenGewitter" 20.2847149357798 0 FALSE "moderat"
"43" 2013-08-12 1 154.504729536697 "Monday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 16.45 "Wind" "RegenGewitter" 20.2847149357798 0 FALSE "moderat"
"44" 2013-08-13 1 134.064451548102 "Tuesday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 3 16.4 "Wind" "RegenGewitter" 20.2847149357798 0 FALSE "moderat"
"45" 2013-08-14 1 156.972510536869 "Wednesday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 4 18.2625 "Wind" "RegenGewitter" 20.2847149357798 0 TRUE "moderat"
"46" 2013-08-15 1 164.763795399756 "Thursday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 3 19.8 "Brise" "Trocken" 20.2847149357798 0 TRUE "moderat"
"47" 2013-08-16 1 147.79799759804 "Friday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 4 23.575 "Wind" "Trocken" 20.2847149357798 0 TRUE "sommerlich"
"48" 2013-08-17 1 221.630418006017 "Saturday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 20.55 "Brise" "Trocken" 20.2847149357798 0 TRUE "moderat"
"49" 2013-08-18 1 92.489778506026 "Sunday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 18.5875 "Brise" "RegenGewitter" 20.2847149357798 0 TRUE "moderat"
"50" 2013-08-19 1 145.87913275728 "Monday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 5 18.4875 "Brise" "Trocken" 20.2847149357798 0 TRUE "moderat"
"51" 2013-08-20 1 111.842396126739 "Tuesday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 17.775 "Brise" "RegenGewitter" 20.2847149357798 0 FALSE "moderat"
"52" 2013-08-21 1 125.336522713024 "Wednesday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 5 20.125 "Brise" "Trocken" 20.2847149357798 0 TRUE "moderat"
"53" 2013-08-22 1 132.916428220302 "Thursday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 4 21.6625 "Brise" "Trocken" 20.2847149357798 0 TRUE "sommerlich"
"54" 2013-08-23 1 162.958958703106 "Friday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 1 22.0375 "Wind" "Trocken" 20.2847149357798 0 TRUE "sommerlich"
"55" 2013-08-24 1 201.543109556297 "Saturday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 20.85 "Wind" "Trocken" 20.2847149357798 0 TRUE "moderat"
"56" 2013-08-25 1 83.0226725739551 "Sunday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 21.3875 "Wind" "Trocken" 20.2847149357798 0 TRUE "sommerlich"
"57" 2013-08-26 1 165.829031676714 "Monday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 20.125 "Wind" "Trocken" 20.2847149357798 0 TRUE "moderat"
"58" 2013-08-27 1 118.473650434102 "Tuesday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 1 21.0875 "Wind" "Trocken" 20.2847149357798 0 TRUE "sommerlich"
"59" 2013-08-28 1 108.876991442649 "Wednesday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 21.3 "Brise" "Trocken" 20.2847149357798 0 TRUE "sommerlich"
"60" 2013-08-29 1 178.178023803315 "Thursday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 3 20.2125 "Wind" "Trocken" 20.2847149357798 0 TRUE "moderat"
"61" 2013-08-30 1 133.150828452892 "Friday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 19.7875 "Brise" "Trocken" 20.2847149357798 0 TRUE "moderat"
"62" 2013-08-31 1 130.821314898435 "Saturday" "Sommer" "08" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 5 18.35 "Wind" "RegenGewitter" 20.2847149357798 0 TRUE "moderat"
"63" 2013-09-01 1 95.9704314892471 "Sunday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 15.8625 "Wind" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"64" 2013-09-02 1 138.408723210465 "Monday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 16.575 "Wind" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"65" 2013-09-03 1 138.825618927843 "Tuesday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 18.225 "Wind" "RegenGewitter" 16.9446516930693 0 TRUE "moderat"
"66" 2013-09-04 1 100.221969526295 "Wednesday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 18.125 "Brise" "Trocken" 16.9446516930693 0 TRUE "moderat"
"67" 2013-09-05 1 173.658100347255 "Thursday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 21.7 "Brise" "Trocken" 16.9446516930693 0 TRUE "sommerlich"
"68" 2013-09-06 1 171.415179710314 "Friday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 24.7 "Brise" "Trocken" 16.9446516930693 0 TRUE "sommerlich"
"69" 2013-09-07 1 186.034060963767 "Saturday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 22.7625 "Brise" "Trocken" 16.9446516930693 0 TRUE "sommerlich"
"70" 2013-09-08 1 88.8925958109828 "Sunday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 20.1625 "Brise" "RegenGewitter" 16.9446516930693 0 TRUE "moderat"
"71" 2013-09-09 1 169.359968504942 "Monday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 8 11.575 "Wind" "RegenGewitter" 16.9446516930693 1 FALSE "moderat"
"72" 2013-09-10 1 89.6944536084346 "Tuesday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 13.5875 "Wind" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"73" 2013-09-11 1 103.363686559795 "Wednesday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 13.9 "Brise" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"74" 2013-09-12 1 106.474399987548 "Thursday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 16.1125 "Brise" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"75" 2013-09-13 1 122.564626199915 "Friday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 17.4375 "Brise" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"76" 2013-09-14 1 174.938807466572 "Saturday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 5 17.625 "Brise" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"77" 2013-09-15 1 55.1960062296304 "Sunday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 14.8625 "Brise" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"78" 2013-09-16 1 146.760234890658 "Monday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 3 13.1375 "Wind" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"79" 2013-09-17 1 136.118044538363 "Tuesday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 5 13.1375 "Brise" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"80" 2013-09-18 1 152.255085210606 "Wednesday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 4 13.05 "Brise" "Trocken" 16.9446516930693 0 FALSE "moderat"
"81" 2013-09-19 1 148.674992078993 "Thursday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 5 14.8375 "Wind" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"82" 2013-09-20 1 110.159250328825 "Friday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 13.525 "Brise" "Trocken" 16.9446516930693 0 FALSE "moderat"
"83" 2013-09-21 1 178.263887943827 "Saturday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 15.35 "Brise" "Trocken" 16.9446516930693 0 FALSE "moderat"
"84" 2013-09-22 1 86.6668973821597 "Sunday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 17.1375 "Wind" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"85" 2013-09-23 1 111.128410563554 "Monday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 17.3125 "Wind" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"86" 2013-09-24 1 139.64144576808 "Tuesday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 8 15.7375 "Brise" "Trocken" 16.9446516930693 0 FALSE "moderat"
"87" 2013-09-25 1 117.94119333604 "Wednesday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 13.5375 "Brise" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"88" 2013-09-26 1 203.314345156607 "Thursday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 1 12.9875 "Wind" "Trocken" 16.9446516930693 0 FALSE "moderat"
"89" 2013-09-27 1 135.507291692088 "Friday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 5 13.0125 "Brise" "RegenGewitter" 16.9446516930693 0 FALSE "moderat"
"90" 2013-09-28 1 134.613756840197 "Saturday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 13.1 "Brise" "Trocken" 16.9446516930693 0 FALSE "moderat"
"91" 2013-09-29 1 68.6316896995448 "Sunday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 3 14.175 "Wind" "Trocken" 16.9446516930693 0 FALSE "moderat"
"92" 2013-09-30 1 156.502435955326 "Monday" "Herbst" "09" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 1 12.825 "Wind" "Trocken" 16.9446516930693 0 FALSE "moderat"
"93" 2013-10-01 1 123.397540137977 "Tuesday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 12.9125 "Wind" "Trocken" 12.6133356699507 0 FALSE "moderat"
"94" 2013-10-02 1 196.720969158391 "Wednesday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 1 12.7 "Brise" "Trocken" 12.6133356699507 0 FALSE "moderat"
"95" 2013-10-03 1 75.2337302417469 "Thursday" "Herbst" "10" TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 0 11.7625 "Wind" "Trocken" 12.6133356699507 0 FALSE "moderat"
"96" 2013-10-04 1 156.066122625816 "Friday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 5 11.2 "Brise" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"97" 2013-10-05 1 152.280762053885 "Saturday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 7 15.575 "Brise" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"98" 2013-10-06 1 92.4805772695364 "Sunday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 7 15.25 "Brise" "Trocken" 12.6133356699507 0 FALSE "moderat"
"99" 2013-10-07 1 124.841544023845 "Monday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 1 16.275 "Brise" "Trocken" 12.6133356699507 0 FALSE "moderat"
"100" 2013-10-08 1 96.867100978839 "Tuesday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 6 15.1125 "Brise" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"101" 2013-10-09 1 149.761758936995 "Wednesday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 7 14.3125 "Brise" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"102" 2013-10-10 1 119.300284972145 "Thursday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 5 10.975 "Brise" "Trocken" 12.6133356699507 0 FALSE "kalt"
"103" 2013-10-11 1 123.2348187168 "Friday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 7 13.8625 "Wind" "Trocken" 12.6133356699507 0 FALSE "moderat"
"104" 2013-10-12 1 140.262421715801 "Saturday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 8 13.025 "Sturm" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"105" 2013-10-13 1 42.9967926268111 "Sunday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 5 10.8625 "Brise" "Trocken" 12.6133356699507 0 FALSE "kalt"
"106" 2013-10-14 1 109.863744271226 "Monday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 2 12.525 "Brise" "Trocken" 12.6133356699507 0 FALSE "moderat"
"107" 2013-10-15 1 130.431802598324 "Tuesday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 7 10.6625 "Brise" "RegenGewitter" 12.6133356699507 0 FALSE "kalt"
"108" 2013-10-16 1 146.070583461057 "Wednesday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 8 12.275 "Brise" "Trocken" 12.6133356699507 0 FALSE "moderat"
"109" 2013-10-17 1 89.9411837855476 "Thursday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 7 12 "Wind" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"110" 2013-10-18 1 111.233698203856 "Friday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE 1 9.075 "Brise" "Trocken" 12.6133356699507 0 FALSE "kalt"
"111" 2013-10-19 1 121.590860465012 "Saturday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 9.45 "Brise" "Trocken" 12.6133356699507 0 FALSE "kalt"
"112" 2013-10-20 1 70.1419855298474 "Sunday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 15.1875 "Brise" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"113" 2013-10-21 1 122.987868193302 "Monday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 14.2625 "Brise" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"114" 2013-10-22 1 111.927088663048 "Tuesday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 2 17.6375 "Brise" "Trocken" 12.6133356699507 0 FALSE "moderat"
"115" 2013-10-23 1 125.816016210178 "Wednesday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 17.675 "Brise" "Trocken" 12.6133356699507 0 FALSE "moderat"
"116" 2013-10-24 1 123.163406361057 "Thursday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 5 12.6875 "Wind" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"117" 2013-10-25 1 113.661858634409 "Friday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 11.8875 "Brise" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"118" 2013-10-26 1 161.678805315967 "Saturday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 5 16.775 "Brise" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"119" 2013-10-27 1 102.355195816072 "Sunday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 14.9875 "Wind" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"120" 2013-10-28 1 129.482192717092 "Monday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 14.3625 "Sturm" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"121" 2013-10-29 1 112.285893935052 "Tuesday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 7 10.775 "Wind" "RegenGewitter" 12.6133356699507 0 FALSE "kalt"
"122" 2013-10-30 1 121.506077008915 "Wednesday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 6 10.4375 "Brise" "RegenGewitter" 12.6133356699507 0 FALSE "kalt"
"123" 2013-10-31 1 133.723541287582 "Thursday" "Herbst" "10" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 5 11.1625 "Wind" "RegenGewitter" 12.6133356699507 0 FALSE "moderat"
"124" 2013-11-01 1 100.182160485504 "Friday" "Herbst" "11" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 8 10.625 "Brise" "RegenGewitter" 7.39814356435644 0 FALSE "kalt"
"125" 2013-11-02 1 149.172348030766 "Saturday" "Herbst" "11" FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE 8 8.8875 "Brise" "RegenGewitter" 7.39814356435644 0 FALSE "kalt"
